ID,oldID,NAME,RESPONSE,PREFEC,DISTRICT,PRBLOCK,INCUMB,TERM,PARTY,SEX,AGE,RESULT,Q1,Q2_1,Q2_2,Q2_3,Q3_1,Q3_2,Q3_3,Q4_1,Q4_2,Q4_3,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q9_11,Q9_12,Q9_13,Q9_14,Q9_15,Q9_16,Q9_17,Q9_18,Q9_19,Q9_20,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q10_10,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q11_10,Q11_11,Q11_12,Q11_13,Q11_14,Q12
340,235,ñÿì‡ÅÅçFà˚      ,1,13,9,55,1,0,2,1,42,1,3,3,6,7,3,4,7,3,5,2,3,4,3,3,2,2,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5,1,1,2,1,3,3,1,4,1,2,2,3,3,3,5,3,5,3,1,3,3,4,3,3,2,1,2,2,1,2,2,1,2,2,10,50,50,50,25,50,100,100,100,100,100,75,75,50,5
341,236,ä›ÅÅó«êM        ,1,13,9,NA,1,0,4,1,53,4,4,8,9,14,8,14,6,1,2,5,3,3,3,4,3,3,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,2,2,1,5,3,5,5,1,5,2,2,5,5,5,1,2,2,5,5,1,1,3,4,5,1,1,1,5,3,3,5,4,5,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
342,902,â´å¥ÅÅóBç_      ,1,13,9,NA,1,0,11,1,35,4,4,1,3,14,1,3,NA,1,NA,NA,2,3,3,3,3,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2,5,2,1,1,1,4,1,1,1,1,1,1,4,2,3,3,5,5,5,1,4,5,5,3,1,1,3,3,1,2,1,5,4,30,25,50,25,50,50,0,50,0,25,50,50,50,25,1
343,237,è¨írÅÅïSçáéq    ,1,13,10,55,3,5,1,2,56,3,3,3,15,11,11,15,12,3,1,5,4,2,1,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,1,3,1,1,3,3,1,1,1,1,2,3,3,2,3,3,2,5,2,2,3,4,2,1,2,1,2,2,2,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
344,238,ç]í[ÅÅãMéq      ,1,13,10,55,1,0,2,2,49,1,4,9,15,6,9,15,6,3,1,2,3,4,3,2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,3,1,1,3,1,5,1,3,3,1,5,3,3,3,5,3,3,1,1,4,2,4,3,1,2,1,2,4,3,1,3,3,0,0,0,0,0,0,100,100,100,100,100,50,50,25,2
345,239,éRñ{ÅÅïqç]      ,1,13,10,NA,1,0,4,2,59,4,4,15,3,9,NA,NA,NA,1,5,3,3,3,3,4,3,3,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,2,2,1,5,3,5,5,1,5,2,5,5,5,5,2,2,2,5,5,1,1,3,5,5,1,2,1,5,3,3,5,3,5,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
346,240,â∫ë∫ÅÅîéï∂      ,1,13,11,55,3,4,1,1,54,1,2,6,15,3,6,11,3,1,3,5,4,2,1,3,3,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,1,1,1,3,1,1,1,1,1,1,5,1,4,1,5,1,4,5,2,1,3,5,1,2,1,2,2,1,1,1,2,5,75,75,25,75,100,75,25,25,0,0,50,50,50,0,4
347,241,ìøóØÅÅìπêM      ,1,13,11,55,1,0,4,1,56,4,4,8,9,4,5,8,9,1,2,5,3,3,3,4,3,3,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,2,2,1,5,3,5,5,1,5,2,2,5,5,5,2,2,2,5,5,1,1,3,5,5,1,1,1,5,4,2,5,3,5,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
348,242,óLìcÅÅñFê∂      ,1,13,11,55,1,0,8,1,56,4,4,4,8,9,10,6,4,5,4,3,3,1,3,2,2,2,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,2,1,1,3,1,5,5,1,5,3,5,5,4,5,3,3,2,4,5,1,1,1,5,5,3,3,1,5,3,3,5,5,5,1,5,0,25,0,0,0,0,75,50,75,50,0,0,0,0,2
349,903,ëOìcÅÅç_àÍ      ,1,13,11,NA,1,0,11,1,38,4,2,1,14,3,14,1,6,3,4,1,2,2,3,3,3,3,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,3,4,3,1,1,1,4,1,2,1,1,1,1,3,3,3,5,5,5,2,1,4,3,3,3,1,1,3,2,1,4,1,5,5,50,20,50,60,70,40,20,20,20,10,50,60,70,20,1
350,1105,òaçáÅÅèGìT      ,1,13,11,NA,1,0,11,1,67,4,4,12,4,NA,15,NA,NA,1,2,4,3,2,1,1,3,2,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,4,2,3,3,3,5,5,1,5,5,5,5,5,1,5,5,1,5,5,5,5,5,3,3,1,5,4,3,3,1,1,4,3,3,3,50,30,40,21,10,60,70,50,25,25,10,10,61,61,3
351,243,ëæìcÅÅè∫çG      ,1,13,12,NA,3,5,3,1,63,4,2,3,9,8,3,9,12,3,4,2,NA,NA,NA,NA,NA,NA,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,3,3,3,3,1,5,1,3,5,3,5,3,2,2,2,4,4,1,2,3,4,3,3,3,2,3,3,4,3,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
352,1097,ê¬ñÿÅÅà§        ,1,13,12,55,2,1,2,2,43,1,3,15,7,9,15,5,6,3,4,2,3,4,3,3,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,5,1,1,3,3,3,3,1,4,1,3,5,5,5,2,4,3,5,5,1,2,3,4,3,3,3,1,5,3,3,4,5,3,3,3,50,50,50,50,50,50,90,80,100,80,80,50,50,50,4
353,244,írì‡ÅÅçπêD      ,1,13,12,NA,1,0,4,2,26,4,4,9,8,14,9,8,15,3,2,5,3,3,3,4,3,3,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,5,3,5,5,1,5,2,2,5,5,5,1,2,2,5,5,1,1,3,5,5,1,1,1,5,3,3,5,5,5,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
354,1123,ó^çëÅÅèGçs      ,1,13,12,NA,1,0,11,1,33,4,3,14,3,6,14,6,9,3,4,2,2,NA,NA,NA,NA,NA,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,1,1,1,2,1,1,3,1,3,3,4,2,2,3,5,4,3,2,2,3,1,3,2,2,3,3,4,3,2,4,5,70,55,50,75,80,70,50,55,65,65,60,70,65,50,3
355,245,äõâ∫ÅÅàÍòY      ,1,13,13,55,3,5,1,1,59,3,2,3,8,12,8,7,11,1,3,5,4,NA,1,NA,NA,NA,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,2,2,2,2,2,3,2,2,2,2,3,3,2,2,2,2,5,4,3,3,2,5,2,2,2,2,3,2,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
356,246,ïΩéRÅÅë◊òN      ,1,13,13,55,1,0,2,1,37,1,4,6,7,3,6,3,9,3,1,4,3,4,2,3,2,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,3,1,1,2,3,3,4,2,3,2,3,3,2,5,3,5,1,4,2,2,1,3,3,4,3,2,2,5,4,3,5,3,4,3,5,70,40,50,60,10,25,90,100,20,100,40,55,60,25,3
357,247,ìnï”ÅÅèCéü      ,1,13,13,NA,1,0,4,1,68,4,4,3,9,8,7,8,14,1,2,5,3,3,3,4,3,3,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,5,3,5,5,1,5,2,2,5,5,5,2,2,2,5,5,1,1,3,4,4,1,1,1,5,3,3,5,4,5,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
358,904,ì°éRÅÅòaê≥      ,1,13,13,NA,1,0,11,1,49,4,4,1,3,6,3,1,6,4,3,1,2,3,3,3,3,3,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2,3,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,5,5,2,1,2,4,3,3,1,3,3,5,1,1,1,5,5,50,10,10,50,75,60,0,0,0,0,40,40,75,70,1
359,248,èºìáÅÅÇ›Ç«ÇË    ,1,13,14,55,3,3,1,2,52,4,2,3,8,10,10,15,3,5,2,1,4,2,1,3,3,2,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,3,4,2,2,3,2,4,2,4,2,2,3,3,4,1,2,2,3,4,5,4,5,2,3,5,4,4,3,1,3,2,3,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
360,249,ñÿë∫ÅÅçÑéi      ,1,13,14,55,1,0,2,1,37,1,4,8,7,6,6,15,8,3,1,NA,3,4,3,3,2,2,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,5,1,1,3,1,2,3,1,4,1,3,4,5,5,4,4,2,5,5,1,2,3,3,5,2,2,2,5,4,2,4,5,2,2,3,0,50,50,0,0,50,100,100,100,100,100,50,100,0,2
361,250,à…ì°ÅÅï∂óY      ,1,13,14,NA,1,0,4,1,65,4,4,3,8,14,3,8,2,1,4,2,3,3,3,4,3,3,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,2,1,5,3,5,5,1,5,2,2,5,5,5,1,2,2,5,5,1,1,2,4,4,1,1,1,5,4,2,5,1,5,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
362,905,ãgìcÅÅèπï∂      ,1,13,14,NA,1,0,11,1,40,4,3,3,10,14,3,4,14,1,3,4,2,3,3,3,3,3,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,2,5,1,1,1,1,4,1,3,1,1,1,3,3,3,2,4,5,5,2,1,3,4,3,5,2,1,2,4,2,2,1,5,5,25,0,0,50,25,25,0,25,0,0,50,50,75,50,1
363,251,ñÿë∫ÅÅï◊        ,1,13,15,55,3,3,1,1,69,4,2,3,9,7,3,9,7,1,2,5,4,NA,1,NA,NA,NA,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,5,2,1,1,2,1,1,1,1,1,2,1,2,2,3,4,2,4,1,5,3,2,2,4,5,2,3,3,1,2,1,1,1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
364,252,ìåÅÅèÀéO        ,1,13,15,55,2,4,2,1,57,1,4,15,3,1,1,14,4,1,3,NA,3,4,3,3,2,2,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5,1,1,1,3,1,1,5,1,1,1,1,1,5,3,3,1,5,5,1,2,2,3,3,5,2,1,1,1,1,1,3,1,3,3,50,50,50,50,50,50,95,70,100,80,60,50,60,50,3
365,253,ãgìcÅÅîNíj      ,1,13,15,NA,1,0,4,1,60,4,4,9,8,4,9,8,4,1,2,5,3,3,3,4,3,3,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,2,1,5,3,5,5,1,5,2,2,5,5,5,1,2,2,5,5,1,1,3,5,4,1,2,1,5,3,3,4,3,5,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
366,254,ä`ëÚÅÅñ¢ìr      ,1,13,15,55,1,0,7,1,38,3,3,7,8,13,7,8,13,5,1,4,2,2,2,3,3,2,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,1,1,1,1,2,3,2,1,2,1,2,4,4,4,3,4,3,2,3,2,4,4,2,2,4,4,4,5,4,4,1,4,3,25,25,40,50,40,40,50,60,40,60,60,90,70,40,2
367,906,à‰éõÅÅâpêl      ,1,13,15,NA,1,0,11,1,36,4,3,3,14,1,14,1,2,1,3,4,2,3,3,3,3,2,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,4,5,1,1,1,1,5,1,1,1,1,1,1,4,4,4,4,5,4,5,1,5,3,5,5,4,1,2,5,1,3,1,5,5,25,0,0,100,50,50,0,0,0,0,50,75,50,50,1
368,255,ìáë∫ÅÅãXêL      ,1,13,16,NA,3,9,1,1,74,4,2,3,6,9,6,5,3,5,1,3,4,3,1,3,3,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,1,1,2,3,2,1,1,1,3,NA,2,3,2,2,1,4,5,4,1,1,5,1,3,1,1,2,2,1,1,2,4,100,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,5
369,256,èâé≠ÅÅñæîé      ,1,13,16,55,1,0,2,1,39,1,3,8,7,6,8,15,6,3,1,5,3,4,3,3,2,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,5,1,1,5,3,3,5,1,4,3,3,5,4,5,2,4,3,5,4,1,1,3,4,5,1,1,5,2,3,3,2,2,3,2,4,0,0,0,0,0,0,100,100,100,100,100,25,25,0,2
370,257,âÕçáÅÅã±àÍ      ,1,13,16,NA,1,0,4,1,56,4,4,9,8,7,9,8,7,1,5,2,3,3,3,4,3,3,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,2,1,5,3,5,5,1,5,2,2,5,5,5,2,2,2,5,5,1,1,3,5,5,1,2,1,5,3,3,5,3,5,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
371,907,è¨ìáÅÅàÍòY      ,1,13,16,NA,1,0,11,1,38,4,3,3,14,7,6,15,3,1,3,4,2,3,3,3,3,3,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,4,1,1,1,1,4,1,1,1,1,1,1,NA,5,2,3,5,5,1,1,2,5,3,5,1,1,2,4,1,1,1,5,5,25,0,0,25,25,25,0,0,0,0,0,75,75,75,1
372,258,ïΩëÚÅÅèüâh      ,1,13,17,55,3,4,1,1,63,1,2,3,9,12,1,10,14,NA,NA,NA,4,2,NA,3,3,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,3,1,2,1,1,1,3,NA,NA,1,2,2,3,3,4,3,2,3,3,3,5,3,3,3,5,3,2,4,3,2,3,2,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
373,259,ëÅêÏÅÅãvî¸éq    ,1,13,17,55,1,0,2,2,37,3,4,8,13,3,8,NA,NA,3,5,4,3,4,3,3,2,2,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,1,1,3,1,3,1,4,2,3,3,3,3,3,3,2,5,5,2,1,3,2,3,4,2,4,5,3,2,4,5,4,3,3,25,25,50,25,25,25,100,100,100,100,100,50,50,25,2
374,260,êVà‰ÅÅêôê∂      ,1,13,17,NA,1,0,4,1,49,4,4,3,9,8,3,9,8,2,1,3,3,3,3,4,3,3,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,5,3,5,5,1,5,2,2,5,5,5,1,2,2,5,5,1,1,2,4,4,1,1,1,5,3,3,5,4,5,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
375,908,ê[îˆÅÅàÍïΩ      ,1,13,17,NA,1,0,11,1,28,4,4,3,1,14,14,3,1,4,3,1,2,3,3,3,3,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,3,5,1,1,1,1,4,1,1,1,1,1,1,3,2,3,3,5,5,3,1,2,4,5,5,3,1,3,4,3,2,1,5,4,10,5,15,55,40,40,2,5,1,3,3,70,85,40,1
376,261,ìyâÆÅÅê≥íâ      ,1,13,18,55,3,1,1,1,66,4,2,6,8,15,6,13,8,5,3,4,4,2,1,3,3,3,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,3,3,4,1,3,1,1,3,1,1,1,1,1,5,2,2,2,2,2,5,5,4,2,2,5,3,2,2,2,2,2,3,1,2,5,100,100,75,50,50,75,25,25,25,NA,75,0,25,0,4
377,262,êõÅÅíºêl        ,1,13,18,55,3,9,2,1,62,1,3,15,9,7,12,9,8,3,2,5,NA,4,NA,NA,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,5,1,1,3,3,3,3,1,3,1,2,4,3,5,2,4,2,5,3,1,1,4,4,4,4,2,1,1,3,3,4,5,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
378,263,è¨êÚÅÅñØñ¢ék    ,1,13,18,NA,1,0,4,1,30,4,4,9,15,2,9,15,6,5,2,3,3,3,3,4,3,3,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,2,2,1,5,3,5,5,1,5,2,2,5,5,5,2,2,2,5,5,1,1,3,4,4,1,1,1,5,3,2,5,4,5,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
379,909,êXÅÅçÅé˜        ,1,13,18,NA,1,0,11,1,62,4,4,1,3,14,1,3,14,4,3,1,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,2,4,2,1,2,1,1,3,1,1,1,1,1,2,4,3,3,3,5,4,3,1,3,4,3,5,2,1,3,5,1,2,1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
380,264,èºñ{ÅÅómïΩ      ,1,13,19,55,3,1,1,1,35,4,2,3,7,12,2,12,6,5,3,1,4,3,1,3,3,3,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,4,2,1,3,3,1,1,2,2,1,1,2,2,4,2,4,2,4,3,3,5,5,3,2,4,3,2,4,2,2,3,2,2,3,3,75,75,60,50,60,75,20,30,20,20,30,50,65,50,3
381,265,ññèºÅÅã`ãK      ,1,13,19,55,3,4,2,1,52,1,4,12,9,8,1,12,11,3,4,5,3,4,3,3,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5,1,1,3,3,4,3,1,2,1,2,3,3,4,3,3,2,5,5,2,1,3,4,3,4,2,1,3,3,3,2,3,2,2,1,10,10,10,10,10,10,100,100,100,100,100,80,80,10,5
382,266,ê¥êÖÅÅñæíj      ,1,13,19,NA,1,0,4,1,57,4,4,9,7,8,9,7,8,1,2,5,3,3,3,4,3,3,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,5,3,5,5,1,5,2,2,5,5,5,2,2,2,5,5,1,1,2,5,5,1,2,1,5,3,2,4,5,5,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
383,910,êŒìcÅÅê^àÍòY    ,1,13,19,NA,1,0,11,1,43,4,3,3,14,6,6,3,2,1,3,2,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,3,4,3,2,1,1,1,3,1,2,2,2,2,2,3,3,4,4,5,4,2,1,3,4,3,3,5,1,3,3,2,3,1,4,4,30,10,50,40,60,60,20,50,10,20,50,60,65,40,1
384,NA,˚¸ã¥ÅÅç≤ú®éq,0,13,19,NA,1,0,12,2,67,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
385,267,ñÿå¥ÅÅêΩìÒ      ,1,13,20,55,3,1,1,1,38,4,3,3,7,12,3,7,12,5,1,3,4,3,1,3,3,2,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,3,2,1,2,1,2,2,3,1,2,3,2,4,2,2,2,3,2,4,4,3,2,3,3,2,2,4,2,3,3,4,1,2,2,65,80,50,70,50,75,20,30,10,10,30,50,50,50,4
386,268,â¡ì°ÅÅåˆàÍ      ,1,13,20,55,3,3,2,1,44,1,3,7,3,8,9,12,15,1,5,3,3,4,3,3,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,1,2,4,3,4,2,3,4,3,4,3,5,3,4,3,5,4,2,5,3,3,4,4,3,1,5,3,3,3,5,3,4,3,0,20,20,20,0,20,100,100,100,100,100,50,50,0,NA
387,269,írìcÅÅê^óùéq    ,1,13,20,55,1,0,4,2,54,4,4,8,9,6,6,8,14,1,2,3,3,3,3,4,3,3,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,2,1,1,5,3,5,5,1,5,2,2,5,5,5,1,2,2,5,5,1,1,2,5,5,1,1,1,5,4,3,5,3,5,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
388,911,à¢ïîÅÅàÍîV      ,1,13,20,NA,1,0,11,1,33,4,3,3,1,6,6,3,1,3,1,4,2,3,3,3,3,3,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,4,2,1,1,1,3,1,1,1,1,2,2,3,3,1,3,5,4,2,2,3,4,3,3,2,1,2,4,2,2,1,4,4,25,0,0,25,50,25,0,25,0,0,50,50,50,25,1
389,270,è¨êÏÅÅóFàÍ      ,1,13,21,55,3,1,1,1,62,4,1,3,7,13,13,6,12,5,1,3,4,2,1,3,3,2,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2,2,1,2,2,1,1,1,2,1,1,3,2,3,2,2,2,2,2,4,5,4,3,2,3,1,1,1,2,3,3,2,2,2,4,80,80,50,50,80,80,30,30,10,10,50,40,50,50,4
390,271,í∑ìáÅÅè∫ãv      ,1,13,21,55,3,2,2,1,46,1,3,3,4,8,1,6,11,5,3,1,3,4,3,3,2,2,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,5,1,1,1,2,1,2,3,2,1,2,1,3,3,4,4,2,4,4,1,4,4,3,3,4,3,1,4,1,3,2,2,1,4,4,75,50,25,50,25,75,100,100,100,100,100,75,75,0,5
391,272,êØÅÅìƒñõ        ,1,13,21,NA,1,0,4,1,55,4,4,9,8,14,8,9,6,1,5,2,3,3,3,4,3,3,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,2,2,1,5,3,5,5,1,5,2,2,5,5,5,2,2,2,5,5,1,1,3,4,4,1,2,1,5,3,3,5,2,5,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
392,912,éRñ{ÅÅè[éu      ,1,13,21,NA,1,0,11,1,45,4,3,1,3,6,1,3,6,4,1,5,2,2,3,3,3,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,3,4,5,1,1,1,5,1,1,1,1,1,1,3,2,1,3,5,5,3,1,3,3,3,3,1,3,3,3,2,1,1,5,5,50,0,25,60,25,25,0,0,0,0,50,50,75,50,1
393,273,à…ì°ÅÅíBñÁ      ,1,13,22,55,3,5,1,1,47,4,2,4,15,13,4,15,13,5,3,1,4,3,1,3,3,3,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,5,1,1,1,1,2,2,1,4,1,2,3,3,3,4,3,1,4,3,4,4,4,3,5,5,3,2,1,2,3,2,5,2,4,4,50,50,50,50,50,50,50,50,50,50,50,50,50,50,NA
394,274,éRâ‘ÅÅàËïv      ,1,13,22,55,2,2,2,1,41,1,4,7,8,6,14,8,11,3,5,1,3,4,3,3,2,2,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,2,3,3,3,3,1,2,2,3,3,2,3,4,2,2,4,5,1,1,2,4,4,1,2,5,1,3,2,4,5,3,1,3,5,50,65,65,65,50,100,100,100,100,100,90,75,50,2
395,275,ãgâ™ÅÅê≥éj      ,1,13,22,NA,1,0,4,1,34,4,4,9,14,6,9,14,6,2,5,3,3,3,3,4,3,3,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,2,2,1,5,3,5,5,1,5,2,2,5,5,5,1,2,2,5,5,1,1,3,4,4,1,2,1,5,4,3,4,4,5,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
396,913,í“ë∫ÅÅíqéq      ,1,13,22,NA,1,0,11,2,36,4,4,3,1,6,3,6,14,1,3,4,2,3,3,3,3,3,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,3,4,2,1,1,1,3,1,3,1,1,3,1,4,3,3,3,5,3,3,1,4,4,1,3,2,1,3,3,2,2,1,5,4,20,0,0,50,50,50,0,0,0,0,5,50,50,20,1
397,276,à…ì°ÅÅåˆâÓ      ,1,13,23,55,3,9,1,1,67,4,2,3,7,8,2,7,11,3,4,1,4,2,1,3,3,2,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,2,2,1,1,1,1,2,1,2,1,2,1,2,3,3,3,2,4,2,2,2,2,3,3,3,2,2,1,2,1,2,2,2,2,2,50,75,75,75,75,75,50,50,50,50,75,50,75,75,NA
398,277,ã˘ü∫ÅÅñúó¢      ,1,13,23,55,1,0,2,2,41,1,3,12,6,9,1,11,6,1,3,5,3,4,3,3,2,2,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,3,1,1,3,4,4,5,1,5,2,4,5,3,4,3,4,4,5,4,2,2,3,5,5,2,1,2,5,5,2,4,4,4,4,2,2,15,10,10,5,10,95,95,95,95,80,50,50,50,3
399,278,å√ã¥ÅÅó«ã±      ,1,13,23,NA,1,0,4,1,47,4,4,8,3,9,8,3,9,1,2,5,3,3,3,4,3,3,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,5,3,5,5,1,5,2,5,5,5,5,1,2,2,5,5,1,1,3,5,5,1,1,1,5,3,3,5,5,5,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
400,914,èºîˆÅÅómïΩ      ,1,13,23,NA,1,0,11,1,30,4,4,15,3,6,15,6,14,4,3,1,2,3,3,3,3,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3,5,3,1,1,1,3,1,2,1,1,2,3,4,2,4,3,5,5,4,1,3,3,5,3,2,1,2,4,2,3,1,5,4,35,0,30,45,55,25,0,0,0,0,45,45,65,25,1
