ID,oldID,NAME,RESPONSE,PREFEC,DISTRICT,PRBLOCK,INCUMB,TERM,PARTY,SEX,AGE,RESULT,Q1,Q2_1,Q2_2,Q2_3,Q3_1,Q3_2,Q3_3,Q4_1,Q4_2,Q4_3,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q9_11,Q9_12,Q9_13,Q9_14,Q9_15,Q9_16,Q9_17,Q9_18,Q9_19,Q9_20,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q10_10,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q11_10,Q11_11,Q11_12,Q11_13,Q11_14,Q12
709,491,å¥ÅÅèréj        ,1,26,2,58,1,0,4,1,41,4,4,8,9,14,9,14,3,5,4,1,3,3,3,4,3,3,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,2,1,5,3,5,5,1,5,2,2,5,5,5,1,3,2,5,5,1,1,3,4,5,1,2,2,5,3,3,5,5,5,1,3,0,0,10,0,0,10,0,0,0,0,0,0,0,0,3
710,973,åyïîÅÅñFãP      ,1,26,2,NA,1,0,11,1,41,4,4,3,1,14,3,1,14,3,4,2,3,3,3,3,3,3,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,4,2,1,1,1,3,1,2,2,2,2,3,3,3,4,4,5,3,2,1,2,3,3,3,2,2,3,4,2,3,1,4,4,10,0,0,30,30,30,0,30,0,30,30,50,50,50,1
711,493,ê¥êÖÅÅçÉàÍòY    ,1,26,3,58,3,1,1,1,62,4,2,8,3,12,8,15,12,5,2,3,4,3,1,3,3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,1,1,2,1,2,2,3,1,3,2,3,5,3,4,3,4,1,4,4,2,3,3,4,3,3,3,2,2,3,3,2,3,3,40,50,80,60,10,95,0,30,0,0,30,80,40,40,2
712,494,êÚÅÅåíëæ        ,1,26,3,58,3,2,2,1,34,1,2,3,7,9,10,15,12,5,2,3,3,4,3,3,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,1,1,3,4,2,4,2,3,1,2,3,3,4,3,3,3,5,5,2,2,4,4,3,4,2,2,NA,4,3,4,5,3,4,4,25,30,25,20,25,25,85,85,75,85,85,40,40,20,3
713,495,êŒë∫ÅÅòaéq      ,1,26,3,NA,1,0,4,2,59,4,4,9,8,14,9,6,8,2,1,4,3,3,3,4,3,3,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,5,3,5,5,1,5,2,2,5,5,5,2,3,2,4,5,1,1,3,5,5,1,2,2,5,3,3,5,5,5,1,3,20,20,20,20,20,20,20,20,20,20,20,20,20,20,3
714,974,ä›ñ{ÅÅç_àÍ      ,1,26,3,NA,1,0,11,1,33,4,3,1,3,14,15,1,3,1,4,3,2,3,3,3,3,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3,4,3,1,1,1,2,2,1,1,1,1,2,3,3,3,3,5,4,1,1,4,4,3,4,2,4,3,4,2,2,1,4,5,25,0,0,50,25,50,0,0,0,0,0,50,50,50,5
715,496,íÜêÏÅÅë◊çG      ,1,26,4,58,3,1,1,1,57,4,1,3,9,11,5,11,15,1,5,3,4,3,1,3,3,3,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,3,3,2,2,2,2,1,4,3,3,2,3,5,3,2,3,2,1,1,2,3,3,4,3,1,3,2,3,3,4,2,3,3,4,25,100,25,50,50,60,0,0,0,0,0,0,50,50,4
716,497,ñkê_ÅÅå\òN      ,1,26,4,58,3,1,2,1,41,1,3,7,8,15,3,6,2,1,2,5,3,4,3,3,2,2,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,5,1,1,1,3,1,1,3,2,3,2,2,3,4,2,4,2,5,3,1,5,3,2,1,4,4,4,4,2,3,2,3,2,2,4,10,20,10,10,10,20,100,90,100,80,100,30,30,0,1
717,498,ãgìcÅÅçKàÍ      ,1,26,4,NA,1,0,4,1,34,4,4,9,8,5,9,8,5,1,3,5,3,3,3,4,3,3,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,5,3,5,5,1,5,2,2,5,5,5,2,1,2,3,5,1,1,2,4,5,1,2,2,5,3,3,5,4,5,1,3,0,0,0,0,0,0,0,10,0,10,0,0,0,0,2
718,975,èoñÏÅÅîééu      ,1,26,4,NA,1,0,11,1,60,4,3,1,3,7,5,3,1,3,1,5,2,3,3,3,3,3,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,4,4,2,1,1,1,4,1,3,1,1,1,3,3,4,4,3,5,2,3,1,3,4,4,3,2,1,3,3,2,1,1,5,5,40,30,20,50,40,40,10,20,0,10,50,60,50,50,5
719,499,ìcíÜÅÅâpïv      ,1,26,4,NA,2,1,12,1,64,4,3,13,12,3,13,5,6,1,5,NA,2,3,2,3,3,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,2,1,4,1,2,3,1,5,4,2,5,5,5,1,2,1,2,2,2,3,5,2,2,1,1,3,4,2,2,2,4,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
720,500,íJä_ÅÅíıàÍ      ,1,26,5,58,3,9,1,1,63,1,1,3,5,13,2,15,10,3,1,2,4,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,2,NA,1,2,2,3,1,2,2,1,4,3,1,1,1,2,4,4,3,3,3,5,NA,4,4,3,2,4,2,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
721,501,è¨å¥ÅÅïë        ,1,26,5,58,1,0,2,2,34,3,4,13,9,12,13,9,15,1,5,4,3,4,3,3,2,2,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,4,1,1,2,4,2,2,1,3,1,4,2,2,4,2,2,3,2,3,1,3,4,3,2,4,2,2,5,1,2,5,3,3,2,5,25,60,50,25,25,50,75,75,80,75,80,60,60,40,3
722,502,ãgìcÅÅëÅóRî¸    ,1,26,5,NA,1,0,4,2,58,4,4,3,8,5,8,3,5,2,1,5,3,3,3,4,3,3,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,5,3,5,5,1,5,2,2,5,5,5,2,2,2,4,5,1,1,3,5,5,1,2,2,5,3,3,5,5,5,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
723,976,òlä‘ÅÅå[éi      ,1,26,5,NA,1,0,11,1,30,4,3,14,3,1,NA,NA,NA,1,3,5,2,3,3,3,3,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,1,1,3,1,2,1,1,2,3,3,1,NA,2,5,5,5,2,3,3,5,3,3,3,2,3,1,3,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
724,503,à‰ëÚÅÅãûéq      ,1,26,6,58,3,1,1,2,46,4,4,3,9,6,9,6,3,5,4,3,4,3,1,3,3,3,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,3,3,1,1,1,1,3,1,5,1,1,2,1,5,5,1,1,1,1,3,1,1,4,2,4,1,1,5,1,2,5,1,3,3,1,100,100,0,50,50,100,0,0,0,0,25,0,50,0,3
725,504,éRà‰ÅÅòaë•      ,1,26,6,58,3,3,2,1,46,1,4,7,8,9,7,8,15,3,5,2,3,4,3,3,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,1,1,3,5,2,3,1,5,3,3,4,4,5,1,3,2,5,5,1,1,5,3,3,3,2,1,5,2,3,5,3,3,3,2,0,0,0,0,0,0,100,100,100,100,100,0,50,50,2
726,505,ïlìcÅÅó«îV      ,1,26,6,NA,1,0,4,1,52,4,4,8,3,14,8,3,14,5,1,4,3,3,3,4,3,3,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,5,3,5,5,1,5,2,2,5,5,5,2,2,2,3,5,1,1,2,5,5,1,2,2,5,3,3,5,4,5,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
727,977,ñkêÏÅÅíqéq      ,1,26,6,NA,1,0,11,2,46,4,3,1,3,6,6,1,3,3,1,5,2,3,3,3,3,3,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,3,4,2,1,1,1,2,1,2,1,1,2,3,4,3,3,3,5,5,3,2,3,2,5,4,3,3,3,3,3,4,1,3,4,40,35,40,55,50,45,10,20,10,20,40,50,50,50,1
728,506,íÜînÅÅçOãB      ,1,27,1,58,3,9,1,1,72,4,2,3,13,12,13,12,6,1,5,2,4,2,2,2,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,1,3,1,5,2,1,2,3,3,3,1,1,3,1,1,2,5,2,3,5,2,5,1,2,3,1,2,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
729,507,åFìcÅÅìƒék      ,1,27,1,58,1,0,2,1,37,1,3,6,7,12,15,11,6,1,2,3,3,4,3,3,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,4,1,2,3,3,3,2,1,4,2,3,3,2,3,2,3,3,4,4,1,1,2,3,2,4,2,1,2,1,3,4,1,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
730,508,í“ÅÅì˙èoéq      ,1,27,1,NA,1,0,4,2,65,4,4,8,9,15,8,14,9,5,2,1,3,3,3,4,3,3,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,2,3,1,3,3,5,5,1,5,3,1,5,5,5,2,3,2,5,5,1,1,3,5,5,1,2,1,5,3,3,5,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
731,978,ó—ÅÅïxî¸éq      ,1,27,1,NA,1,0,11,2,42,4,3,3,14,6,3,14,6,3,1,NA,2,3,3,3,3,3,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2,3,5,2,3,1,1,1,1,2,1,1,1,1,2,3,3,4,5,5,2,1,4,4,2,3,2,3,3,3,2,3,2,4,4,30,30,30,50,50,50,10,20,10,10,20,70,70,50,1
732,509,ç‰à‰ÅÅóTãM      ,1,27,1,NA,1,0,12,2,40,4,4,7,12,13,13,15,6,2,1,3,2,2,2,3,3,2,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,2,2,1,1,1,1,2,2,2,1,3,2,3,2,3,2,4,4,4,5,5,5,1,4,1,2,5,1,4,1,3,1,4,5,25,75,75,25,25,50,25,50,25,0,75,75,75,0,4
733,510,êÏèÅÅéuâ√      ,1,27,2,58,3,1,1,2,38,4,2,3,8,9,15,8,9,NA,1,3,4,NA,NA,NA,NA,NA,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5,5,1,3,3,3,2,5,2,1,2,3,3,5,3,4,2,3,3,4,4,4,4,2,3,3,3,3,3,3,4,3,3,2,3,75,100,50,60,60,60,NA,NA,NA,NA,NA,NA,50,NA,NA
734,511,îãå¥ÅÅêm        ,1,27,2,58,1,0,2,1,41,1,3,12,3,6,12,3,8,5,1,3,2,4,2,3,2,2,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,3,1,1,3,1,1,1,2,1,1,1,1,1,3,4,3,2,4,4,3,2,2,1,3,4,3,1,3,1,2,1,3,4,2,4,50,50,50,50,25,50,100,100,100,100,100,50,50,25,1
735,512,ãgâiÅÅï¸îV      ,1,27,2,NA,1,0,4,1,63,4,4,15,8,14,11,4,14,3,2,5,3,3,3,4,3,3,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,2,3,1,3,3,5,5,1,5,5,5,5,5,5,1,3,3,5,5,2,1,2,5,5,1,2,1,5,5,3,5,5,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
736,979,ê[ìcÅÅïqéq      ,1,27,2,NA,1,0,11,2,38,4,3,3,14,12,12,14,1,3,4,1,2,3,3,3,3,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,2,2,2,1,1,1,1,2,2,1,2,1,4,3,4,3,5,5,2,1,3,5,1,3,2,2,3,3,3,2,2,5,3,40,10,50,50,75,70,30,40,25,45,45,50,75,50,1
737,513,ç∂ì°ÅÅèÕ        ,1,27,2,NA,2,2,12,1,57,4,3,8,3,13,4,6,15,1,3,5,2,NA,NA,NA,NA,NA,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,3,3,2,3,2,2,2,3,3,1,1,2,2,4,2,3,2,4,2,4,3,3,3,2,3,2,3,1,2,2,2,2,1,2,4,50,60,70,50,30,70,30,50,20,30,40,60,60,40,5
738,514,íÜìáÅÅê≥èÉ      ,1,27,3,58,1,0,2,1,39,1,4,10,3,8,10,3,8,5,1,3,3,4,3,2,2,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,1,3,5,3,2,1,4,1,4,5,4,3,2,2,5,5,4,4,1,2,3,2,3,1,1,4,1,2,5,2,2,2,1,0,10,30,10,10,50,100,100,80,100,100,50,50,30,3
739,515,ìcí[ÅÅê≥çL      ,1,27,3,NA,3,5,3,1,68,4,2,3,10,11,11,10,4,5,1,2,1,3,4,3,3,3,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3,1,3,2,2,3,1,5,1,2,5,1,3,2,2,1,3,3,3,1,2,3,3,2,2,1,4,2,2,4,2,3,2,3,75,60,50,60,75,75,10,20,20,10,30,50,70,60,4
740,516,êÁótÅÅçFéq      ,1,27,3,NA,1,0,4,2,63,4,4,9,8,14,9,3,8,1,2,3,3,3,3,4,3,3,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,2,3,1,3,3,5,5,1,5,1,5,5,5,5,3,2,2,5,5,1,1,3,5,5,1,3,4,5,3,3,5,3,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
741,980,êXÅÅâxçG        ,1,27,3,NA,1,0,11,1,42,4,NA,1,3,14,1,3,4,1,3,4,2,3,3,3,3,2,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,3,3,2,1,1,1,4,1,1,1,1,2,2,3,3,3,3,5,4,5,1,3,3,3,5,2,3,3,4,2,3,1,5,3,39,27,30,28,35,37,5,5,3,7,10,50,50,50,1
742,517,íÜéRÅÅë◊èG      ,1,27,4,58,3,2,1,1,38,4,2,1,3,6,1,15,6,1,5,3,4,3,1,3,3,3,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,5,1,1,5,1,1,1,1,1,1,1,2,5,4,3,2,2,3,3,4,3,2,3,5,3,5,2,1,3,2,1,1,2,2,75,75,100,100,100,100,0,0,0,0,0,50,50,50,3
743,518,ãgìcÅÅé°        ,1,27,4,58,2,3,2,1,46,1,3,9,7,6,15,6,4,3,2,1,3,4,3,3,2,2,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5,1,1,2,4,2,2,2,3,2,2,3,2,4,3,4,2,4,3,2,2,4,3,3,4,3,1,4,2,3,4,3,2,2,3,30,30,30,25,25,25,80,80,80,80,80,50,60,5,2
744,519,í∑íJêÏÅÅó«óY    ,1,27,4,NA,1,0,4,1,58,4,4,3,9,14,3,9,14,1,2,4,3,3,3,4,3,3,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,2,2,1,4,3,5,5,1,5,3,4,5,5,5,1,1,3,5,5,5,1,3,5,5,1,2,4,5,3,3,5,5,5,1,4,50,50,50,50,50,50,50,50,50,50,50,50,50,50,3
745,1126,ètéRÅÅî¸àÍ      ,1,27,4,NA,1,0,11,1,40,4,4,14,3,6,6,15,3,1,3,2,2,3,3,3,3,2,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2,5,4,1,1,1,1,2,1,2,1,1,1,3,2,2,2,2,5,5,3,1,2,3,5,3,2,1,1,5,1,1,1,5,5,61,0,30,50,70,60,0,0,0,0,25,50,50,25,5
746,520,àÓå©ÅÅìNíj      ,1,27,5,58,2,1,2,1,60,1,3,9,11,13,12,13,7,3,4,5,3,4,3,3,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,5,1,1,4,5,5,5,2,4,3,4,4,4,5,3,3,4,5,2,2,1,2,5,5,2,1,1,3,4,4,5,4,5,2,3,0,25,0,0,0,0,100,100,90,100,90,0,0,0,2
747,521,íJå˚ÅÅó≤ã`      ,1,27,5,NA,3,5,3,1,59,4,1,3,7,13,3,9,12,3,1,5,1,3,4,3,3,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,2,5,2,3,1,5,1,2,5,3,4,2,2,2,2,2,5,2,2,2,2,4,2,3,4,2,3,4,4,2,4,4,25,50,0,50,75,75,0,25,0,0,25,0,75,50,3
748,522,ïPñÏÅÅèÚ        ,1,27,5,NA,1,0,4,1,73,4,4,4,8,14,13,9,14,1,5,2,3,3,3,4,3,3,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,2,3,1,5,3,5,5,1,5,5,5,5,5,5,2,2,5,5,5,5,1,4,5,5,1,3,3,5,5,3,5,5,5,2,2,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2
749,981,ñˆÅÅïê          ,1,27,5,NA,1,0,11,1,37,4,3,15,3,6,15,11,3,4,3,1,2,2,3,3,3,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,2,3,2,1,1,1,3,1,1,3,1,2,1,3,4,5,5,5,3,5,1,3,5,1,3,3,2,3,3,3,1,1,4,3,25,0,50,75,75,50,25,50,0,50,75,75,90,50,5
750,523,ë∫è„ÅÅéjçD      ,1,27,6,58,1,0,2,1,56,1,4,3,7,9,6,12,7,5,2,4,2,4,3,NA,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,5,1,1,5,1,2,3,1,1,1,1,3,3,5,1,3,4,5,3,1,1,1,3,2,5,3,1,5,1,2,3,2,5,2,4,0,50,50,25,0,50,90,50,100,50,0,50,75,0,4
751,524,ïüìáÅÅñL        ,1,27,6,NA,3,5,3,1,50,4,2,3,8,2,8,9,7,3,1,5,NA,NA,4,3,NA,NA,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,2,2,3,2,2,2,3,1,5,2,2,4,2,5,3,3,3,4,3,4,1,3,3,3,4,1,NA,NA,2,2,4,NA,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
752,525,ñÓñÏÅÅîéîV      ,1,27,6,NA,1,0,4,1,69,4,4,9,7,14,7,13,9,2,3,5,3,3,3,4,3,3,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,3,1,3,3,5,5,1,5,2,5,5,5,5,1,1,1,5,5,1,1,5,5,5,1,3,3,5,3,3,5,5,5,1,3,0,0,1,0,0,1,2,2,2,2,2,0,0,0,3
753,982,è„êôÅÅíqéq      ,1,27,6,NA,1,0,11,2,44,4,4,1,3,6,NA,NA,NA,3,4,2,2,3,3,3,3,3,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,3,5,1,1,1,1,2,2,1,1,2,3,2,4,3,3,3,5,5,2,1,3,4,4,4,4,2,2,4,1,2,1,5,5,0,0,0,50,50,25,0,50,0,0,50,75,25,0,1
754,526,ìnâ√ï~ÅÅìﬁèèî¸  ,1,27,7,58,3,1,1,2,46,4,2,13,15,4,11,8,4,5,3,1,4,2,1,3,3,3,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,5,5,2,1,3,1,1,3,3,2,1,1,2,2,3,4,2,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,2,3,3,90,80,80,80,80,80,0,0,0,0,0,0,50,50,4
755,527,ì°ë∫ÅÅèC        ,1,27,7,58,3,5,2,1,59,1,3,9,6,8,6,9,8,5,2,1,2,4,2,3,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,5,1,2,3,3,2,4,1,4,2,3,3,2,4,3,3,3,4,3,2,1,2,3,3,2,2,1,5,2,2,3,3,4,3,5,50,50,50,50,50,50,100,100,100,100,100,50,50,50,3
756,528,ãÓà‰ÅÅê≥íj      ,1,27,7,58,1,0,4,1,41,4,4,9,8,14,9,8,14,1,2,5,3,3,3,4,3,3,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,2,3,1,5,3,5,5,1,5,5,5,5,5,5,2,2,4,5,5,1,1,3,5,4,1,2,5,5,4,3,5,5,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
757,983,êÖè¿ÅÅã`ó≤      ,1,27,7,NA,1,0,11,1,35,4,4,14,1,3,NA,NA,NA,3,4,1,2,3,3,3,3,3,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,4,5,1,1,1,1,3,1,3,3,1,3,1,3,5,1,3,5,4,2,1,3,5,1,5,5,1,3,3,2,1,1,5,5,30,0,50,50,40,40,0,40,50,40,30,50,99,30,1
758,529,ëÂíÀÅÅçÇéi      ,1,27,8,58,3,1,1,1,44,4,2,3,6,13,6,3,8,1,3,5,4,2,1,3,3,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,5,4,1,2,1,2,1,3,1,1,2,2,2,1,2,2,2,2,2,3,3,4,3,5,2,4,2,2,1,1,1,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
759,530,íÜñÏÅÅä∞ê¨      ,1,27,8,58,2,10,2,1,68,1,4,9,8,7,6,8,14,3,4,5,3,4,2,3,2,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,4,1,1,3,1,1,3,1,2,1,2,2,1,5,2,4,1,5,3,1,1,1,3,3,1,1,2,4,3,2,4,2,4,3,5,10,10,50,10,10,20,100,100,100,100,100,50,50,50,2
760,531,ãvñÂÅÅèºéı      ,1,27,8,NA,1,0,4,1,65,4,3,9,3,15,9,3,15,2,3,5,3,3,3,4,3,3,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,2,2,1,3,3,5,5,1,5,3,5,5,5,5,1,3,2,5,5,1,1,3,5,5,1,3,5,5,4,3,5,5,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
761,984,çÇã¥ÅÅêLìT      ,1,27,8,NA,1,0,11,1,46,4,3,3,1,7,3,1,7,3,4,5,3,3,3,3,3,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,3,2,3,1,1,3,1,1,2,1,2,1,3,3,3,3,5,5,2,1,3,3,3,3,3,2,3,3,2,2,1,4,3,25,0,25,25,25,25,0,0,0,0,25,25,50,50,1
762,532,å¥ìcÅÅåõé°      ,1,27,9,58,3,1,1,1,60,4,1,9,3,13,13,15,3,1,2,3,4,3,1,3,3,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,2,4,1,2,2,2,1,2,2,2,2,1,1,1,2,2,2,3,4,2,1,2,2,3,2,2,2,4,3,1,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
763,533,ëÂíJÅÅêMê∑      ,1,27,9,58,2,2,2,1,46,1,2,9,7,8,1,3,9,3,1,4,3,4,3,3,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,1,3,3,3,2,1,3,1,3,3,2,5,2,2,2,4,3,1,2,3,3,3,1,2,3,4,2,2,3,3,1,3,3,50,50,75,50,25,50,100,100,100,100,100,50,50,0,2
764,534,ë∫è„ÅÅçOè[      ,1,27,9,NA,1,0,4,1,63,4,3,9,8,6,5,11,13,3,2,5,3,3,3,4,3,3,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,2,2,1,5,3,5,5,1,5,1,5,5,5,5,1,4,3,4,5,5,1,3,5,3,1,3,1,5,3,3,5,3,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
765,1110,ãgñÏÅÅçGàÍ      ,1,27,9,58,1,0,7,1,41,4,4,8,12,14,8,NA,NA,5,1,4,2,2,3,3,3,3,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,2,1,3,3,4,3,4,5,2,2,3,5,5,5,2,2,3,3,3,4,2,5,1,2,5,2,2,1,5,10,10,50,20,30,80,50,50,50,50,50,100,100,100,5
766,985,ì°ñÿÅÅóòåb      ,1,27,9,NA,1,0,11,2,35,4,3,3,1,7,8,6,7,1,2,3,2,3,3,3,3,3,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,5,3,5,1,1,1,5,1,1,3,1,2,2,3,3,4,3,5,2,2,1,3,3,2,3,4,4,1,4,4,4,1,4,4,25,0,0,25,25,25,0,0,0,0,25,50,75,75,5
767,535,èºòQÅÅåíëæ      ,1,27,10,58,3,2,1,1,37,3,2,13,3,8,13,12,8,5,4,1,4,2,1,3,3,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,1,2,2,2,1,1,2,1,2,4,2,2,2,2,3,4,4,3,2,5,1,1,2,1,2,1,2,1,2,4,40,30,60,40,40,20,10,50,20,5,70,60,60,40,4
768,537,í“å≥ÅÅê¥î¸      ,1,27,10,58,3,3,5,2,48,1,4,9,8,6,14,9,1,3,2,5,3,1,3,2,4,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,3,1,1,3,2,5,5,1,5,4,4,5,5,4,3,4,3,5,4,2,1,2,5,4,1,2,2,5,4,3,4,5,4,4,3,0,50,50,50,50,50,75,80,75,80,75,50,50,25,3
769,536,êÛè¿ÅÅòaêm      ,1,27,10,NA,1,0,4,1,47,4,4,3,9,5,9,4,12,1,3,2,3,3,3,4,3,3,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,3,1,3,3,5,5,1,5,3,4,5,5,5,2,2,3,4,5,2,2,3,4,3,1,2,4,5,3,3,5,3,5,2,4,10,10,10,10,10,10,10,40,20,20,5,20,10,10,2
770,986,ìõà‰ÅÅçGéu      ,1,27,10,NA,1,0,11,1,54,4,4,3,1,12,3,2,6,3,4,1,2,2,3,3,3,3,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,3,4,1,2,1,1,3,1,2,1,1,1,1,4,4,3,2,5,4,2,1,3,5,2,4,1,1,3,3,1,1,1,5,4,35,5,10,50,50,45,10,50,20,10,50,50,60,10,1
