uid,ELECYEAR,ID,NAME,RESPONSE,PREFEC,DISTRICT,PRBLOCK,INCUMB,TERM,PARTY,SEX,AGE,RESULT,prim1,prim2,prim3,camp1,camp2,camp3,coal_lib,coal_dem,coal_kmei,coal_com,coal_soc,coal_koku,yn_medconst,yn_reps,yn_const,yn_defense,yn_preemp,yn_unsc,yn_nkorea,yn_smgov,yn_pubspend,yn_fiscalpol,yn_tax5yrs,yn_frgnvote,yn_frgnwork,yn_privacy,yn_tax10pc,yn_moral,ab_asiaus,ab_compet,ab_env,ab_singlemum,ab_trade,fav_masuzoe,fav_ozawa,fav_watanabe,fav_hashimoto,media_hp,media_sns,media_tv
550.4.0,2009,75,土井＝亨,1,4.0,1.0,52.0,3,1,1,1,50.0,4,,,,3.0,,,4.0,,1.0,,,,,,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,4.0,2.0,,,,,3.0,1.0,1.0,,,,,,,
2282.4.0,2009,76,郡＝和子,1,4.0,1.0,52.0,3,1,2,2,51.0,1,,,,2.0,3.0,4.0,3.0,4.0,3.0,2.0,1.0,1.0,5.0,4.0,2.0,5.0,5.0,2.0,4.0,5.0,2.0,2.0,3.0,1.0,1.0,4.0,,,,,2.0,5.0,4.0,,,,,,,
2189.4.0,2009,77,角野＝達也,1,4.0,1.0,,1,0,4,1,49.0,4,,,,1.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,5.0,5.0,5.0,5.0,2.0,2.0,5.0,2.0,2.0,5.0,1.0,2.0,5.0,,,,,2.0,4.0,2.0,25.0,0.0,0.0,0.0,,,
2275.4.0,2009,78,遠田＝敬一,1,4.0,1.0,,1,0,11,1,58.0,4,,,,3.0,4.0,1.0,2.0,,,,,,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,4.0,3.0,1.0,3.0,,,,,4.0,2.0,5.0,,,,,,,
1836.4.0,2009,79,矢島＝卓臣,1,4.0,1.0,,1,0,12,1,26.0,4,,,,1.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,2.0,5.0,1.0,3.0,5.0,,,,,1.0,5.0,1.0,2.0,12.0,4.0,10.0,,,
157.4.0,2009,80,中野＝正志,1,4.0,2.0,52.0,3,3,1,1,60.0,4,,,,3.0,5.0,1.0,4.0,3.0,1.0,3.0,3.0,3.0,5.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,,3.0,3.0,3.0,2.0,,,,,3.0,2.0,3.0,75.0,0.0,50.0,50.0,,,
1149.4.0,2009,81,斎藤＝恭紀,1,4.0,2.0,52.0,1,0,2,1,39.0,1,,,,3.0,5.0,2.0,3.0,4.0,3.0,3.0,2.0,1.0,5.0,3.0,3.0,3.0,,1.0,,5.0,4.0,3.0,5.0,2.0,3.0,4.0,,,,,3.0,5.0,3.0,0.0,100.0,0.0,50.0,,,
719.4.0,2009,82,安部＝公人,1,4.0,2.0,,1,0,11,1,42.0,4,,,,3.0,4.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,5.0,3.0,3.0,5.0,,,,,3.0,3.0,5.0,50.0,20.0,30.0,50.0,,,
331.4.0,2009,83,佐藤＝豊,1,4.0,2.0,,1,0,12,1,56.0,4,,,,1.0,4.0,5.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,5.0,4.0,5.0,1.0,2.0,5.0,3.0,3.0,1.0,5.0,4.0,3.0,,,,,1.0,3.0,1.0,0.0,0.0,80.0,80.0,,,
2164.4.0,2009,84,西村＝明宏,1,4.0,3.0,52.0,3,2,1,1,48.0,4,,,,5.0,1.0,3.0,4.0,3.0,1.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,2.0,,,,,3.0,3.0,2.0,,,,,,,
1478.4.0,2009,85,橋本＝清仁,1,4.0,3.0,52.0,2,1,2,1,37.0,1,,,,1.0,4.0,3.0,,4.0,,,1.0,1.0,5.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,2.0,4.0,2.0,1.0,5.0,,,,,2.0,4.0,2.0,0.0,100.0,70.0,80.0,,,
829.4.0,2009,86,小林＝睦明,1,4.0,3.0,,1,0,11,1,38.0,4,,,,1.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,4.0,5.0,1.0,1.0,3.0,,,,,4.0,1.0,5.0,15.0,0.0,75.0,75.0,,,
270.4.0,2009,87,伊藤＝信太郎,1,4.0,4.0,52.0,3,3,1,1,55.0,4,,,,5.0,3.0,1.0,4.0,3.0,1.0,3.0,3.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,3.0,3.0,3.0,2.0,,,,,3.0,3.0,3.0,75.0,0.0,50.0,50.0,,,
1864.4.0,2009,88,石山＝敬貴,1,4.0,4.0,52.0,1,0,2,1,39.0,1,,,,5.0,1.0,3.0,3.0,4.0,3.0,3.0,1.0,1.0,3.0,4.0,2.0,4.0,3.0,3.0,4.0,4.0,2.0,2.0,4.0,2.0,4.0,3.0,,,,,2.0,2.0,2.0,25.0,80.0,60.0,70.0,,,
389.4.0,2009,89,加藤＝幹夫,1,4.0,4.0,52.0,1,0,4,1,45.0,4,,,,1.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,5.0,5.0,5.0,5.0,2.0,2.0,5.0,2.0,2.0,5.0,1.0,3.0,5.0,,,,,2.0,3.0,2.0,25.0,0.0,0.0,0.0,,,
1248.4.0,2009,90,村上＝善昭,1,4.0,4.0,,1,0,11,1,36.0,4,,,,1.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,5.0,2.0,1.0,3.0,,,,,3.0,3.0,5.0,40.0,0.0,50.0,50.0,,,
1150.4.0,2009,91,斎藤＝正美,1,4.0,5.0,52.0,1,0,1,1,54.0,4,,,,1.0,3.0,5.0,4.0,2.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,2.0,2.0,3.0,3.0,3.0,3.0,,,,,2.0,3.0,2.0,75.0,25.0,25.0,50.0,,,
707.4.0,2009,92,安住＝淳,1,4.0,5.0,52.0,3,4,2,1,46.0,1,,,,1.0,4.0,5.0,,4.0,,,1.0,1.0,5.0,1.0,4.0,3.0,3.0,2.0,2.0,4.0,2.0,3.0,4.0,3.0,2.0,2.0,,,,,2.0,3.0,2.0,,80.0,,,,,
862.4.0,2009,93,小野寺＝五典,1,4.0,6.0,52.0,3,3,1,1,48.0,1,,,,1.0,3.0,5.0,4.0,3.0,1.0,3.0,3.0,2.0,3.0,2.0,1.0,3.0,4.0,1.0,1.0,4.0,1.0,1.0,5.0,3.0,3.0,5.0,,,,,2.0,5.0,2.0,100.0,50.0,50.0,50.0,,,
2076.4.0,2009,94,菅野＝哲雄,1,4.0,6.0,52.0,3,2,5,1,60.0,4,,,,1.0,2.0,5.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,2.0,2.0,4.0,2.0,4.0,5.0,,,,,1.0,2.0,2.0,50.0,50.0,25.0,25.0,,,
1509.4.0,2009,95,氏家＝次男,1,4.0,6.0,,1,0,11,1,61.0,4,,,,1.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,5.0,1.0,1.0,1.0,,,,,3.0,1.0,3.0,,,,,,,
191.5.0,2009,96,二田＝孝治,1,5.0,1.0,52.0,3,7,1,1,70.0,4,,,,1.0,3.0,5.0,4.0,,1.0,3.0,,2.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,3.0,2.0,3.0,,,,,2.0,2.0,1.0,20.0,10.0,0.0,,,,
777.5.0,2009,97,寺田＝学,1,5.0,1.0,52.0,3,2,2,1,32.0,1,,,,3.0,2.0,1.0,3.0,4.0,3.0,3.0,2.0,2.0,5.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,,,,,2.0,5.0,3.0,35.0,50.0,40.0,50.0,,,
2363.5.0,2009,98,鈴木＝知,1,5.0,1.0,52.0,1,0,4,1,32.0,4,,,,2.0,1.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,4.0,5.0,5.0,5.0,3.0,3.0,5.0,2.0,2.0,5.0,1.0,4.0,4.0,,,,,2.0,4.0,1.0,25.0,25.0,25.0,0.0,,,
2519.5.0,2009,99,鶴田＝裕貴博,1,5.0,1.0,,1,0,11,1,50.0,4,,,,4.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,5.0,2.0,1.0,3.0,,,,,4.0,4.0,5.0,10.0,0.0,50.0,50.0,,,
2112.5.0,2009,100,藤井＝陽光,1,5.0,1.0,,1,0,12,1,61.0,4,,,,1.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,5.0,4.0,3.0,,,,,2.0,2.0,4.0,50.0,20.0,70.0,40.0,,,
2341.5.0,2009,101,金田＝勝年,1,5.0,2.0,52.0,1,0,1,1,59.0,3,,,,5.0,3.0,1.0,4.0,2.0,1.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,1.0,2.0,4.0,1.0,1.0,3.0,2.0,2.0,3.0,,,,,2.0,3.0,2.0,60.0,20.0,50.0,40.0,,,
929.5.0,2009,102,山本＝喜代宏,1,5.0,2.0,52.0,2,1,5,1,53.0,4,,,,1.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,2.0,1.0,3.0,5.0,5.0,5.0,3.0,3.0,4.0,3.0,3.0,5.0,1.0,2.0,5.0,,,,,1.0,5.0,1.0,25.0,75.0,25.0,50.0,,,
296.5.0,2009,103,佐々木＝重人,1,5.0,2.0,52.0,1,0,7,1,39.0,4,,,,5.0,1.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,1.0,5.0,1.0,4.0,5.0,,,,,3.0,5.0,1.0,25.0,0.0,50.0,25.0,,,
2115.5.0,2009,104,藤原＝純一,1,5.0,2.0,,1,0,11,1,58.0,4,,,,1.0,2.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,5.0,4.0,1.0,3.0,,,,,3.0,2.0,4.0,55.0,0.0,51.0,65.0,,,
1038.5.0,2009,105,川口＝博,1,5.0,2.0,,1,0,12,1,62.0,1,,,,1.0,2.0,5.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,3.0,2.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,,,,,1.0,4.0,3.0,20.0,70.0,30.0,60.0,,,
1112.5.0,2009,106,御法川＝信英,1,5.0,3.0,52.0,3,2,1,1,44.0,4,,,,1.0,3.0,5.0,4.0,2.0,1.0,3.0,3.0,2.0,3.0,1.0,1.0,2.0,5.0,5.0,2.0,4.0,2.0,1.0,2.0,4.0,3.0,3.0,,,,,2.0,3.0,3.0,70.0,50.0,70.0,60.0,,,
233.5.0,2009,107,京野＝公子,1,5.0,3.0,52.0,1,0,2,2,59.0,1,,,,3.0,5.0,4.0,3.0,4.0,3.0,2.0,2.0,2.0,5.0,2.0,5.0,5.0,5.0,2.0,4.0,5.0,4.0,3.0,5.0,2.0,3.0,5.0,,,,,2.0,5.0,4.0,25.0,90.0,25.0,30.0,,,
2159.5.0,2009,108,西本＝篤,1,5.0,3.0,,1,0,11,1,39.0,4,,,,4.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,5.0,4.0,1.0,3.0,,,,,2.0,2.0,4.0,50.0,0.0,75.0,60.0,,,
1261.5.0,2009,109,村岡＝敏英,1,5.0,3.0,,1,0,12,1,48.0,4,,,,5.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,4.0,2.0,1.0,3.0,3.0,3.0,3.0,,,,,2.0,2.0,2.0,70.0,50.0,70.0,65.0,,,
2278.6.0,2009,110,遠藤＝利明,1,6.0,1.0,52.0,3,4,1,1,58.0,3,,,,5.0,,,4.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,4.0,2.0,3.0,5.0,2.0,2.0,2.0,5.0,2.0,4.0,,,,,2.0,2.0,3.0,,,,,,,
2525.6.0,2009,111,鹿野＝道彦,1,6.0,1.0,52.0,2,10,2,1,66.0,1,,,,3.0,1.0,5.0,3.0,4.0,3.0,3.0,1.0,1.0,5.0,2.0,2.0,3.0,4.0,2.0,3.0,4.0,2.0,2.0,4.0,2.0,4.0,3.0,,,,,2.0,2.0,3.0,10.0,70.0,50.0,50.0,,,
334.6.0,2009,112,佐藤＝雅之,1,6.0,1.0,52.0,1,0,4,1,36.0,4,,,,1.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,5.0,5.0,5.0,5.0,2.0,2.0,5.0,2.0,2.0,5.0,1.0,2.0,5.0,,,,,1.0,3.0,1.0,0.0,0.0,0.0,0.0,,,
1423.6.0,2009,113,森＝大吾郎,1,6.0,1.0,,1,0,11,1,35.0,4,,,,1.0,5.0,3.0,,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,5.0,2.0,1.0,3.0,,,,,4.0,2.0,4.0,25.0,0.0,70.0,80.0,,,
285.6.0,2009,114,伊藤＝香織,1,6.0,1.0,,1,0,12,2,27.0,4,,,,1.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,5.0,5.0,4.0,1.0,,,,,3.0,2.0,1.0,30.0,0.0,50.0,70.0,,,
2353.6.0,2009,115,鈴木＝啓功,1,6.0,2.0,52.0,1,0,1,1,42.0,4,,,,5.0,4.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,5.0,3.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,1.0,4.0,3.0,3.0,,,,,3.0,1.0,3.0,80.0,0.0,0.0,50.0,,,
2263.6.0,2009,116,近藤＝洋介,1,6.0,2.0,52.0,3,2,2,1,43.0,1,,,,1.0,3.0,5.0,3.0,4.0,3.0,3.0,1.0,1.0,4.0,2.0,3.0,3.0,3.0,1.0,2.0,4.0,2.0,3.0,5.0,5.0,3.0,4.0,,,,,3.0,2.0,2.0,20.0,75.0,25.0,25.0,,,
1102.6.0,2009,117,後藤＝克彦,1,6.0,2.0,,1,0,11,1,44.0,4,,,,3.0,4.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,4.0,5.0,5.0,3.0,1.0,3.0,,,,,3.0,3.0,5.0,0.0,0.0,50.0,0.0,,,
393.6.0,2009,118,加藤＝紘一,1,6.0,3.0,52.0,3,12,1,1,69.0,1,,,,1.0,2.0,3.0,4.0,3.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,5.0,2.0,1.0,2.0,1.0,3.0,3.0,,,,,1.0,4.0,2.0,80.0,15.0,40.0,50.0,,,
483.6.0,2009,119,吉泉＝秀男,1,6.0,3.0,52.0,1,0,5,1,60.0,3,,,,3.0,5.0,1.0,3.0,1.0,3.0,3.0,4.0,1.0,1.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,3.0,3.0,5.0,1.0,1.0,5.0,,,,,1.0,5.0,1.0,0.0,75.0,0.0,25.0,,,
2391.6.0,2009,120,長谷川＝剛,1,6.0,3.0,,1,0,4,1,30.0,4,,,,1.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,5.0,5.0,5.0,5.0,2.0,2.0,5.0,2.0,2.0,5.0,1.0,2.0,5.0,,,,,1.0,3.0,1.0,0.0,0.0,0.0,0.0,,,
581.6.0,2009,121,城取＝良太,1,6.0,3.0,,1,0,11,1,32.0,4,,,,1.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,5.0,5.0,2.0,1.0,2.0,,,,,5.0,3.0,4.0,25.0,0.0,30.0,50.0,,,
189.7.0,2009,122,亀岡＝偉民,1,7.0,1.0,52.0,3,1,1,1,53.0,4,,,,1.0,5.0,,4.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,3.0,3.0,1.0,,,,,1.0,1.0,1.0,100.0,0.0,100.0,50.0,,,
1861.7.0,2009,123,石原＝洋三郎,1,7.0,1.0,52.0,1,0,2,1,35.0,1,,,,1.0,3.0,,3.0,4.0,3.0,3.0,1.0,1.0,5.0,5.0,4.0,2.0,5.0,5.0,4.0,5.0,1.0,4.0,3.0,2.0,4.0,3.0,,,,,2.0,2.0,,10.0,80.0,30.0,60.0,,,
965.7.0,2009,124,山田＝裕,1,7.0,1.0,,1,0,4,1,54.0,4,,,,1.0,2.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,1.0,3.0,5.0,,,,,3.0,5.0,1.0,0.0,0.0,0.0,0.0,,,
650.7.0,2009,125,大橋＝一之,1,7.0,1.0,,1,0,11,1,40.0,4,,,,3.0,4.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,5.0,4.0,2.0,2.0,,,,,3.0,2.0,4.0,70.0,20.0,60.0,60.0,,,
1375.7.0,2009,126,根本＝匠,1,7.0,2.0,52.0,3,5,1,1,57.0,4,,,,5.0,3.0,4.0,4.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,2.0,,,,,2.0,1.0,1.0,,,,,,,
678.7.0,2009,127,太田＝和美,1,7.0,2.0,52.0,3,1,2,2,29.0,1,,,,3.0,4.0,1.0,3.0,4.0,3.0,3.0,1.0,1.0,5.0,4.0,4.0,4.0,4.0,1.0,3.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0,,,,,3.0,4.0,3.0,0.0,100.0,50.0,50.0,,,
2288.7.0,2009,128,酒井＝秀光,1,7.0,2.0,,1,0,11,1,41.0,4,,,,4.0,3.0,2.0,,,,,,,1.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,,5.0,3.0,1.0,3.0,,,,,3.0,3.0,5.0,50.0,10.0,50.0,50.0,,,
519.7.0,2009,129,吉野＝正芳,1,7.0,3.0,52.0,3,3,1,1,60.0,3,,,,1.0,3.0,5.0,4.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,5.0,3.0,1.0,1.0,5.0,3.0,2.0,,,,,3.0,3.0,1.0,75.0,0.0,0.0,0.0,,,
1735.7.0,2009,130,玄葉＝光一郎,1,7.0,3.0,52.0,3,5,2,1,44.0,1,,,,5.0,3.0,1.0,3.0,4.0,3.0,3.0,1.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,,,,,3.0,2.0,3.0,,,,,,,
1683.7.0,2009,131,渡部＝篤,1,7.0,4.0,52.0,3,1,1,1,56.0,4,,,,1.0,2.0,3.0,4.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,2.0,4.0,1.0,1.0,2.0,5.0,3.0,2.0,,,,,3.0,1.0,1.0,50.0,30.0,50.0,50.0,,,
1682.7.0,2009,132,渡部＝恒三,1,7.0,4.0,52.0,3,13,2,1,76.0,1,,,,1.0,5.0,3.0,,4.0,,,1.0,1.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,,,,,3.0,2.0,2.0,0.0,100.0,50.0,50.0,,,
851.7.0,2009,133,小熊＝慎司,1,7.0,4.0,52.0,1,0,7,1,41.0,4,,,,,,,3.0,2.0,3.0,3.0,3.0,2.0,5.0,1.0,1.0,3.0,2.0,2.0,3.0,,3.0,3.0,5.0,1.0,2.0,4.0,,,,,3.0,2.0,4.0,50.0,50.0,100.0,75.0,,,
2368.7.0,2009,134,鈴木＝規雄,1,7.0,4.0,,1,0,11,1,56.0,4,,,,3.0,4.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,5.0,5.0,1.0,3.0,,,,,3.0,2.0,5.0,55.0,20.0,60.0,60.0,,,
568.7.0,2009,135,坂本＝剛二,1,7.0,5.0,52.0,3,6,1,1,64.0,4,,,,1.0,3.0,5.0,4.0,2.0,1.0,2.0,2.0,2.0,5.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,3.0,2.0,2.0,,,,,2.0,1.0,5.0,50.0,50.0,,,,,
501.7.0,2009,136,吉田＝泉,1,7.0,5.0,52.0,3,2,2,1,59.0,1,,,,1.0,,,2.0,4.0,2.0,2.0,1.0,1.0,4.0,2.0,1.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,4.0,2.0,3.0,,,,,2.0,3.0,3.0,25.0,100.0,75.0,50.0,,,
1888.7.0,2009,137,石渡＝剛,1,7.0,5.0,,1,0,11,1,40.0,4,,,,3.0,4.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,5.0,2.0,1.0,3.0,,,,,4.0,1.0,5.0,25.0,0.0,50.0,51.0,,,
2223.8.0,2009,138,赤城＝徳彦,1,8.0,1.0,53.0,3,6,1,1,49.0,4,,,,1.0,3.0,5.0,4.0,,1.0,,,,2.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,2.0,2.0,4.0,4.0,2.0,,,,,3.0,2.0,1.0,60.0,10.0,30.0,30.0,,,
1934.8.0,2009,139,福島＝伸享,1,8.0,1.0,53.0,1,0,2,1,38.0,1,,,,4.0,5.0,3.0,3.0,4.0,3.0,3.0,1.0,1.0,4.0,1.0,1.0,3.0,3.0,2.0,1.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,,,,,3.0,2.0,4.0,70.0,70.0,50.0,50.0,,,
1784.8.0,2009,140,田谷＝武夫,1,8.0,1.0,53.0,1,0,4,1,57.0,4,,,,1.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,1.0,3.0,5.0,,,,,3.0,5.0,1.0,70.0,50.0,50.0,50.0,,,
2339.8.0,2009,141,金沢＝光司,1,8.0,1.0,,1,0,11,1,34.0,4,,,,3.0,4.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,5.0,1.0,1.0,3.0,,,,,5.0,2.0,5.0,,,,,,,
2441.8.0,2009,142,額賀＝福志郎,1,8.0,2.0,53.0,3,8,1,1,64.0,3,,,,1.0,3.0,2.0,4.0,2.0,1.0,3.0,3.0,2.0,,1.0,1.0,2.0,4.0,1.0,2.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,,,,,1.0,2.0,4.0,,,,,,,
1887.8.0,2009,143,石津＝政雄,1,8.0,2.0,53.0,1,0,2,1,61.0,1,,,,5.0,1.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,5.0,5.0,2.0,5.0,5.0,1.0,4.0,5.0,3.0,1.0,5.0,1.0,2.0,4.0,,,,,1.0,2.0,3.0,50.0,100.0,50.0,100.0,,,
125.8.0,2009,144,中村＝幸樹,1,8.0,2.0,,1,0,11,1,45.0,4,,,,3.0,4.0,5.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,5.0,4.0,1.0,2.0,,,,,3.0,3.0,5.0,50.0,45.0,55.0,50.0,,,
2093.8.0,2009,145,葉梨＝康弘,1,8.0,3.0,53.0,3,2,1,1,49.0,4,,,,3.0,5.0,1.0,4.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,,,,,2.0,2.0,2.0,,,,,,,
844.8.0,2009,146,小泉＝俊明,1,8.0,3.0,53.0,2,2,2,1,51.0,1,,,,1.0,4.0,2.0,3.0,4.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,1.0,2.0,4.0,5.0,4.0,4.0,3.0,,,,,3.0,2.0,2.0,10.0,60.0,40.0,50.0,,,
749.8.0,2009,147,宮本＝春樹,1,8.0,3.0,,1,0,11,1,51.0,4,,,,1.0,3.0,5.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,5.0,3.0,1.0,4.0,,,,,3.0,5.0,5.0,50.0,0.0,50.0,50.0,,,
1401.8.0,2009,148,梶山＝弘志,1,8.0,4.0,53.0,3,3,1,1,53.0,1,,,,1.0,3.0,5.0,4.0,,1.0,,,,2.0,2.0,1.0,1.0,3.0,2.0,2.0,5.0,1.0,2.0,3.0,3.0,3.0,3.0,,,,,2.0,3.0,3.0,75.0,,,,,,
2504.8.0,2009,149,高野＝守,1,8.0,4.0,53.0,1,0,2,1,49.0,3,,,,3.0,4.0,,3.0,4.0,3.0,3.0,2.0,2.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,,,,,2.0,3.0,2.0,15.0,95.0,60.0,40.0,,,
117.8.0,2009,150,中村＝伸丈,1,8.0,4.0,,1,0,11,1,42.0,4,,,,1.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,1.0,5.0,,,,,2.0,3.0,5.0,50.0,0.0,75.0,65.0,,,
993.8.0,2009,151,岡部＝英明,1,8.0,5.0,53.0,3,1,1,1,49.0,4,,,,,,,4.0,,1.0,,,,2.0,1.0,2.0,2.0,3.0,1.0,2.0,5.0,2.0,1.0,3.0,4.0,3.0,3.0,,,,,3.0,3.0,2.0,,,,,,,
654.8.0,2009,152,大畠＝章宏,1,8.0,5.0,53.0,3,6,2,1,61.0,1,,,,1.0,3.0,5.0,3.0,4.0,3.0,3.0,1.0,1.0,5.0,3.0,3.0,3.0,5.0,1.0,3.0,5.0,2.0,3.0,3.0,1.0,2.0,5.0,,,,,1.0,3.0,2.0,25.0,90.0,75.0,50.0,,,
2301.8.0,2009,153,野口＝航太,1,8.0,5.0,,1,0,11,1,33.0,4,,,,3.0,4.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,1.0,1.0,3.0,,,,,4.0,2.0,5.0,30.0,0.0,40.0,40.0,,,
